name,bouts,KOs
ERICK TSHIMANGA KATOMPA,12,25
ROCK DODLER MYRTHIL,18,72.22
JOSE PEREZ,13,30.77
MARTIN ORLANDO ROCHA,20,10
SANDERSON DIAZ,16,75
SALAR GHOLAMI,6,50
BRIAN MAXIMILIANO ALBIM RIOS,11,81.82
ARTUR MAMBERGER,8,37.5
DAUREN YELEUSSINOV,13,69.23
YANIS KURYLENKO,9,77.78
VICTOR DE JESUS ALBINO,15,33.33
EMIR AHMATOVIC,13,69.23
RAFAEL AMARILLAS ORTIZ,20,40
RUBEN GUSTAVO VEGA,21,47.62
JUAN MARTINEZ AYALA,10,50
SHADY GAMHOUR,14,64.29
TAKAHIRO TAI,5,80
DONTE DIXON,6,50
ULISES SUAREZ ORTEGA,15,40
KEN JORDAN,13,61.54
JONATHAN RAMIREZ CASAS,14,57.14
GYUNG MO YUH,18,5.56
ROBERTO VERDUGO,15,26.67
JULIO ALAMOS,14,50
RYAN PINO,21,28.57
NICOLAS PABLO DEMARIO,26,38.46
SEBASTIAN ALEJANDRO CASTILLO,8,37.5
THOMAS LAMANNA,39,33.33
ARMANDO HERNANDEZ TORRES,48,39.58
SERGIO DANIEL ROSALEZ,4,25
RAMON NICANOR QUIROGA,4,25
FRANCISCO JAVIER RODRIGUEZ JUAREZ,9,55.56
RICCARDO VALENTINO,5,80
ROBERT SIMMS,15,20
DOMINIQUE FRANCIS,13,69.23
APOLLO THOMPSON,24,29.17
JUAN CARLOS REVECO,46,43.48
ANGEL BARRIENTES,10,60
NATHAN RODRIGUEZ,9,77.78
SIMON ZACHENHUBER,17,52.94
ADAM MBEGA,14,57.14
ADAM KIPENGA,15,46.67
RV DENIEGA,7,57.14
SIRAK HAKOBYAN,27,29.63
ANTWAN JONES,11,45.45
COLM MURPHY,5,20
VICTOR HUGO EXNER,20,10
JORGE FORTEA,26,30.77
JAMES KRAFT,22,45.45
RAMON MATIAS LOVERA,18,61.11
MILES ZALEWSKI,14,71.43
NELSON DOTEL,12,41.67
YUKI IRIGUCHI,16,31.25
PEDRO VALENCIA,11,63.64
JAMIE SMITH,7,71.43
RODOLFO OROZCO,36,61.11
AQIB FIAZ,9,0
CHRISTIAN CARTO,20,65
SEBASTIAN PEREZ,16,12.5
HUU TOAN LE,4,50
STEVEN GALEANO,12,75
LUCIANO FRANCISCO BALDOR,19,5.26
PAVEL POLAKOVIC,7,57.14
MARKO NIKOLIC,31,38.71
WARREN ESABE,5,0
ABILKHAIYR SHEGALIYEV,9,44.44
YADER CARDOZA,45,17.78
DAVID JAMIESON,9,55.56
BENN NORMAN,7,0
KAI ROBIN HAVNAA,17,82.35
RADIK GRIGORYAN,13,23.08
JACKSON FURTADO,9,77.78
LALRINSANGA TLAU,7,42.86
SEBASTIAN TINOCO CHAVEZ,9,22.22
GEORGE BONABUCHA,7,28.57
ABDALLAH PAZIWAPAZI,45,60
RANFIS JAVIER ENCARNACION,22,68.18
MICKAEL DIALLO,21,76.19
SEVAK MIROYAN,5,40
GUIDO NICOLAS PITTO,39,20.51
ISSA MOURZAEV,32,12.5
HIKARU FUKUNAGA,12,50
RICKY REEVES,6,33.33
ANGEL MORENO,29,20.69
JOSHAFAT ORTIZ,12,41.67
MARK DELUCA,32,50
NICHOLAS MWANGI,15,46.67
ALEXANDRE COUSTRE,3,100
DAVID SORIA,13,30.77
JEOVANIS BARRAZA,26,57.69
MORIKE OULARE,5,40
KIANTE IRVING,11,90.91
JORGE ABEL BERMUDEZ,14,35.71
YURI TAKEMOTO,12,33.33
GIUSEPPE CARAFA,23,13.04
PABLO MENDOZA,23,47.83
MICK LEARMONTH,12,41.67
JONATHAN LOPEZ,8,62.5
NAHUEL GARCIA,12,91.67
MISAEL RODRIGUEZ OLIVAS,11,54.55
MUHSIN KIZOTA,19,42.11
ERIC MURGUIA,15,80
MICHAL LONIEWSKI,7,28.57
JAMES MCKENZIE MORRISON,22,81.82
EDMOND ZEFI,13,53.85
DARREN CUNNINGHAM,18,44.44
BERLAND ROBLES,5,40
ELVIS TORRES,25,44
YENIFEL VICENTE,46,63.04
ANDREW MURPHY,7,71.43
ELVIS FIGUEROA,11,63.64
JORGE DE JESUS ROMERO,23,60.87
DONALD WARD,30,26.67
MAGOMED MAGOMEDOV,6,33.33
MARK PETROVSKY,1,100
ALEKSANDER BEREZEWSKI,6,100
LESHAWN RODRIQUEZ,14,71.43
CARLOS CARLSON,32,50
ABDULAZIZBEK NAJMIDDINOV,10,80
ZEUS DE ARMAS,16,18.75
KOHEI HAMAMOTO,10,40
LUIS VIDALES GUTIERREZ,29,31.03
ROMAN GORST,10,70
JALEN RENAUD,9,33.33
GILBERTO PEDROZA,33,27.27
JOSE CARLOS PAZ,37,35.14
WES CAPPER,28,46.43
ROBERT TERRY,7,14.29
ERYK APRESYAN,10,60
CARLOS SANCHEZ VALADEZ,23,78.26
JOSE LUIS RODRIGUEZ,41,31.71
RYUSEI ISHII,17,35.29
NICOLAS WAMBA,9,33.33
ROWDY LEGEND MONTGOMERY,12,41.67
HAN SOL LEE,8,37.5
ISMAEL AVILES VALENCIA,7,28.57
SHINNOSUKE KIMOTO,12,16.67
FREDDY FONSECA,38,52.63
JESUS LUGO GARCIA,12,50
MISAEL LOPEZ,15,33.33
WIRA MIKHAM,5,60
MATT CONWAY,25,36
ILHAMI AYDEMIR,22,59.09
MATE KIS,22,59.09
RAYNEL MEDEROS,7,28.57
JOAQUIN CRUZ,18,11.11
ANDREW ROBINSON,35,20
IAGO KIZIRIA,14,28.57
FACUNDO NICOLAS GALOVAR,24,37.5
AARON APONTE,7,28.57
DIMITAR TILEV,16,50
SANNY DUVERSONNE,18,44.44
ILYA OCHKIN,10,30
LUIS J RODRIGUEZ FERNANDEZ,10,100
JUAN GABRIEL RIZO PATRON,14,64.29
LUCA D'ORTENZI,18,22.22
EDUARDO MARTINEZ MARTINEZ,11,63.64
DENIS MADRY,15,20
DAVID MARTINEZ CHAVEZ,23,17.39
VE SHAWN OWENS,16,75
MOHAMED SOUMAORO,12,41.67
FLORIN CARDOS,25,36
CRAIG DERBYSHIRE,40,5
KELVIN DAVIS,6,66.67
SHOTA ASAMI,20,25
ESLIH OWUSU,9,44.44
MARCO DELGADO,11,45.45
DOMNIQUE CROWDER,13,61.54
FRAZER CLARKE,3,100
DANIELE ZAGATTI,13,0
LEE APPLEYARD,27,18.52
DONG SU KIM,5,20
EITHAN JAMES,9,0
SONIN NIHEI,19,10.53
BRANDON SANCHEZ RUIZ,4,75
WILLIE SHAW,18,55.56
SERGIO RIOS JIMENEZ,14,28.57
ASAD ASIF KHAN,17,17.65
OMAR ULISES GUTIERREZ MUNGUIA,9,66.67
OLEKSANDR TESLENKO,19,68.42
ADRIAN CORONA,11,18.18
JACOPO FAZZINO,12,8.33
MUSTAFA K MKUPASI,10,70
TOESE VOUSIUTU,4,100
QUAISE KHADEMI,11,18.18
GOKI KOBAYASHI,3,66.67
LENROY THOMAS,32,40.63
FEDERICO GASSANI,12,33.33
ARAIK MARUTJAN,13,30.77
DAVID REYES COTA,34,35.29
ROGELIO MEDINA LUNA,49,69.39
EZEQUIEL GURRIA,18,16.67
FRANCISCO GOMEZ SANCHEZ,23,47.83
LACHLAN O'SHEA,9,44.44
LUIS MIDYAEL SANCHEZ,12,50
VIDDAL RILEY,6,50
OSCAR ALVAREZ GUERRERO,6,100
VITA POMALE,4,100
KAINE FOURIE,5,40
PATRICIO CARRION,15,26.67
SEAN HEMPHILL,14,57.14
PAUL KEAN,17,11.76
ISAAC ARIAS,10,90
KENDRICK BALL JR,23,52.17
ARNEL BACONAJE,20,55
IAN SAMPAN,6,83.33
MASON SMITH,7,28.57
ERICK INZUNZA ANGULO,11,72.73
MARCOS GONZALEZ BARRAZA,24,45.83
UBALDO ILAGOR RESENDIZ,9,88.89
ADAM NGANGE,29,44.83
RYUJI YAMAMOTO,8,75
THOMAS WHITTAKER HART,7,42.86
CHRIS THOMPSON,15,46.67
KELVIN DOTEL,22,31.82
NASIBU RAMADHANI,51,37.25
ENDRY SAAVEDRA,13,76.92
DAVID DZUKAEV,6,66.67
BASTIE SAMIR,21,85.71
JOSE MARRUFO,26,3.85
SAMUEL CLARKSON,30,50
YONFREZ PAREJO,30,40
FOUAD EL MASSOUDI,37,5.41
DONG HO KEUM,13,38.46
IAGO KILADZE,34,55.88
FABIAN OSCAR OROSCO,45,22.22
JACK ASIS,68,29.41
ADAM LAZARO,14,71.43
MARCIS GRUNDULIS,13,23.08
HIRONORI SHIGETA,11,45.45
STEVEN TORRES,6,83.33
HRVOJE SEP,12,66.67
INNOCENT EVARIST,15,60
MARVIN DEMOLLARI,14,14.29
BILLY STUART,13,38.46
SEAN DODD,25,12
KEVIN VILLANUEVA,27,55.56
HIROKI TOKUYAMA,16,12.5
GERARDO ZAPATA,14,35.71
ARTHUR VILLANUEVA,39,48.72
KEVIN LEONEL ACEVEDO,29,20.69
CARLO DEMECILLO,22,36.36
EUGENE LAGOS,25,44
CRISTIANO NDOMBASSY,19,52.63
AL TOYOGON,21,42.86
ALEJANDRO MOYA,17,58.82
AFUNWA KING,5,20
DENNIS DAUTI,26,30.77
ELLIS CORRIE,8,25
MIGUEL ANGEL CANIDO,33,15.15
MICHELE DE FILIPPO,7,57.14
JINYA YAMAGUCHI,1,100
CZAR AMONSOT,46,50
JUAN MIGUEL ELORDE,32,46.88
MARCOS HERNANDEZ,23,13.04
LUIS SANTANA,7,28.57
JUAN TOSCANO,14,14.29
RICARDO BANUELOS CERNAS,26,26.92
ANTONIO NAPOLITANO,7,42.86
JULIAN SMITH,7,57.14
LYBON NTSHANI,6,66.67
RICKY ESILVA,6,66.67
ANTONIUS GRABLE,6,50
MOHAMED EL ACHI,26,23.08
ROMAIN COUTURE,18,22.22
IJAZ AHMED,14,7.14
WALTER EZEQUIEL MATTHYSSE JR.,9,44.44
JOSE NIC CUPUL,17,11.76
JIMMY WILLIAMS,30,20
ADAM DIU ABDULHAMID,28,32.14
JAMES MOKOGINTA,63,44.44
ALAN ISAIAS LUQUES CASTILLO,41,24.39
JONATHAN SANNINO,18,16.67
TERRY CHATWOOD,13,38.46
SUKPRASERD PONPITAK,40,50
HECTOR ANDRES REYES,21,76.19
KANE HERON,18,38.89
GONZALO ROMERO,9,0
EDGAR TOVAR DURAN,11,54.55
ALEXIS NAHUEL TORRES,11,45.45
NESTOR ADRIAN MAIDANA,21,33.33
REINALDO PANIAGUA,19,84.21
ZSOLT DARANYI,19,89.47
JOE PIGFORD,20,95
EDWIN BENNETT,18,38.89
CARL FAIL,6,33.33
ALEXANDER SCHURHOFF,10,90
GALAL YAFAI,2,100
MIGUEL PARRA RAMIREZ,25,56
KEVIN RIVERA,5,40
DAVID NYIKA,4,75
OMAR GARCIA,24,58.33
CHESTER PARADA TORALES,10,40
TAMER OEZAVCI,12,91.67
JORGE LUIS MELENDEZ,24,33.33
TYSINN BEST,18,22.22
GEOVANY BRUZON,8,75
ONGEN SAKNOSIWI,10,90
HENRY LUNDY,43,32.56
BRANDON LEON BENITEZ,20,35
AXEL AHUMADA,12,50
RYOTA ISHIDA,15,40
REGGIE HARRIS JR,9,33.33
IGOR SEMERNIN,5,80
SONNY FREDRICKSON,27,51.85
RYAN REY PONTERAS,42,28.57
DENEB DIAZ,21,57.14
SERIK MUSADILOV,13,84.62
JOSE ALBERTO ARIAS,10,40
ENID NUMANOVIC,23,47.83
JEAN JUNIOR MESSI ELIME,6,50
DARREN TETLEY,25,36
DIEGO MAXIMILIANO RAMELLO,7,42.86
MARK DAWSON,11,27.27
FRANCIS MIYEYUSHO,70,37.14
EUSEBIO OSEJO,64,12.5
SHOTA OGASAWARA,11,27.27
ERIK SOKOLOV,4,50
RASHID KODZOEV,9,55.56
LIAM WELLS,9,22.22
TIMO ROST,17,29.41
YUICHIRO KASUYA,21,19.05
HAYATO ONO,16,62.5
ERNESBADI BEGUE,7,71.43
ALEJANDRO DAVILA,28,32.14
MUGICHA NAKAGAWA,35,40
JAMES MOORCROFT,19,31.58
VICTOR MENDEZ,37,62.16
ELDORBEK SAYIDOV,15,26.67
EMILL GONZALEZ LOPEZ,39,56.41
JOAQUIN MURRIETA LUCIO,24,33.33
ASIS RODRIGUEZ GARCIA,16,62.5
ALEXANDER CASTRO,10,80
MARTIN DIAZ,35,22.86
KARL DARGAN,22,45.45
DMYTRO BOHDANOV,13,38.46
PEDRO GUILHERME DOS SANTOS,11,27.27
REYNERIS GUTIERREZ,10,20
KATSUKI MORI,11,18.18
YEYERY CASTILLO,13,76.92
KENNETH LLOVER,6,66.67
ARTJOMS RAMLAVS,16,50
SISEKO MAKELENI,12,41.67
LUKE MODINI,8,87.5
KUTLWANO OGAKETSE,10,0
ARMANDO CASAMONICA,7,14.29
RODEL SUGANOB,8,37.5
MICHAEL PENGUE,9,44.44
JEREMY RAMOS,23,17.39
ANDILE MNTUNGWA,12,33.33
LEVI GILES,13,23.08
GERMAN DEL CASTILLO,16,50
RAUL LIZARRAGA,9,100
CARLOS HENRIQUE RODRIGUES DA SILVA,15,53.33
JESSIE CRIS ROSALES,29,34.48
RYOSUKE NASU,25,8
SIRIL MAKIADI,17,35.29
MATTIA OCCHINERO,10,60
ABDERRAZAK HOUYA,18,11.11
KARTHIK SATHISH KUMAR,9,33.33
ANGEL MARTINEZ HERNANDEZ,18,77.78
DEANGELO LEACHMAN,8,100
KHALIL EL HARRAZ,18,5.56
JENY BOY BOCA,22,54.55
DIEUDONNE WILFRED SEYI NTSENGUE,10,40
JONATHAN JOEL ARENA,25,16
ANTONIO HOFFMANN,26,65.38
SERIF GURDIJELJAC,27,29.63
DAVID LOURENCO,6,33.33
JAVIER HERRERA,24,33.33
RICKY SISMUNDO,56,30.36
GUSTAVO ANGEL GONZALEZ HUITRON,12,66.67
HEBI MARAPU,18,66.67
ABEL MENDOZA,32,78.13
JOSE ANDRES TERAN,11,63.64
CARLOS ARTEAGA ORONA,9,88.89
PONCIANO REMANDIMAN,17,29.41
DARRELLE VALSAINT,5,80
LAYTEN GLOSS,11,45.45
JACOB ROBINSON,10,20
GIANLUCA CEGLIA,22,18.18
VIKTOR AGATELJAN,13,38.46
TOBIA GIUSEPPE LORIGA,46,13.04
SHUGO NAMURA,7,85.71
SURAY MAHMUTOVIC,6,83.33
MORGAN JONES,17,29.41
CODY BEEKIN,4,50
THANANCHAI CHARUNPHAK,14,71.43
ABDULKERIM EDILOV,4,100
KEI IWAHARA,18,27.78
CESAR IGNACIO PAREDES,22,22.73
CHRISTIAN MAZZON,12,25
MARIO ANDRADE,39,12.82
PIERGIULIO RUHE,12,66.67
ERZHAN TURGUMBEKOV,13,15.38
JUAN ANTONIO LOPEZ,28,25
ROFHIWA MAEMU,36,33.33
PABLO PERAZA CARDOS,10,60
EDIN PUHALO,22,90.91
GRANIT SHALA,12,25
RAMEZ MAHMOOD,14,14.29
DANIELE LIMONE,28,17.86
JUNAID BOSTAN,2,100
AXEL LOPEZ VALDEZ,2,50
ROY SUMUGAT,26,23.08
ALFREDO RODOLFO BLANCO,33,33.33
YOENLIS HERNANDEZ,2,100
ALFONSO FLORES,11,63.64
RODRIGO DEL GRECCO,15,46.67
JARET GONZALEZ QUIROZ,16,68.75
DAVID MARTINEZ,16,37.5
ABEL LEANDRO SILVA,19,21.05
NICK CAMPBELL,5,100
ROBERT QUAYE,21,80.95
LEONARDO PADILLA,26,57.69
MAIKEL ORDOSGOITTI,7,100
BONKE DUKU,16,31.25
SERGIO HERNANDEZ CRUZ,10,60
EMMANUEL MUNGANDJELA,20,35
AMRON SANDS,14,64.29
SAUL ROBLES SALAS,14,64.29
JOSE BERNARDINO LOZANO,11,72.73
BRAHIAN JOSE MEDINA,19,68.42
TY MCLEOD,9,88.89
JOSE ALFONSO NAVARRO GOMEZ,11,72.73
KHIARY GRAY,23,56.52
DERRICK MURRAY,23,21.74
TOMA KONDO,17,5.88
TELLO LITHEBE,36,16.67
TAE SUN KIM,11,45.45
JOHN RAMIREZ,10,80
JINO RODRIGO,11,45.45
ANGEL YOMAR MATEO ARIAS,24,75
ALAN ABEL CHAVES,9,77.78
DANIEL ALEJANDRO COMBI,17,5.88
RIBO TAKAHATA,29,24.14
AXEL EMANUEL ISLA,6,16.67
IGNACIO MENDOZA,61,44.26
AUSTIN BROOKS,8,25
ROBERT RACZ,29,75.86
CATALIN PARASCHIVEANU,23,30.43
HECTOR ESCOBAR,17,76.47
OSCAR NERY PLATA,20,35
HARVEY HORN,11,18.18
CRISTIAN ZARA,9,33.33
REECE CARTWRIGHT,26,53.85
JOSE ANGEL GARCIA RODRIGUEZ,9,66.67
DERLYN HERNANDEZ,13,69.23
LUCA SPADACCINI,15,26.67
PETER SA'LESUI,11,63.64
JAIME VILLEGAS,13,76.92
MICHAEL CHAISE NELSON,21,33.33
SANEL HASANOVIC,6,83.33
REN KOBAYASHI,9,22.22
RIKUTO ADACHI,20,60
SERGIO FERNANDEZ,15,20
ARNOLD GJERGJAJ,37,67.57
SONNY ABID,7,42.86
GILBERT CASTILLO RIVERA,28,64.29
NADIM SALLOUM,9,33.33
GABRIEL OLUWASEGUN OLANREWAJU,13,69.23
ZINO MEULI,15,40
HAVEN BRADY JR,7,57.14
SERGIO PEREZ FLORES,5,100
RICARDO BLADIMIR SOTO,8,50
YOSHIKI YAMASHITA,13,0
BILLY ALLINGTON,14,0
YUKI YAZAN,11,36.36
EMRE KARACEPER,5,40
NICOLAS EZEQUIEL JARA,9,11.11
JEROME BALORO,8,50
SERHIY DEMCHENKO,42,35.71
EDUARDO GIUSTINI,15,33.33
SAUL JUAREZ,42,30.95
YUNA HARA,14,42.86
SIHLE JELWANA,20,45
KURT SCOBY,8,75
VIJENDER SINGH,14,64.29
NAOYA HARUGUCHI,31,22.58
ANYERSON VELASQUEZ,10,60
EUGENE HILL JR,6,83.33
SHUMA SUGAWARA,10,40
ORONZO BIRARDI,5,80
FRANCESCO RUSSO,13,69.23
CARLOS CRUZ,9,11.11
MARK ANTHONY BARRIGA,13,15.38
NESTOR BRAVO VELAZQUEZ,20,70
IGNACIO DAVID IRIBARREN,7,42.86
ENRIQUE BERNACHE,39,30.77
MIGUEL MORENO GONZALEZ,17,47.06
JOHN VINCENT PANGGA,6,66.67
SAMUEL KADJE,18,72.22
AMAURY MASSENAUX,12,25
MIGUEL ROJAS ALBA,9,22.22
JOE JONES,19,52.63
JOHN DATO,17,58.82
JEZ SMITH,19,31.58
DERRICK COLEMON JR,17,58.82
IBRAN RETAMOZO,12,83.33
STEVEN WARD,15,26.67
DUKE RAGAN,7,14.29
SEBASTIAN HERNANDEZ REYES,10,90
JESUS ANTONIO RUBIO,21,33.33
GRANT DENNIS,21,14.29
TAIWO AGBAJE,13,61.54
RYAN DOYLE,24,37.5
NICOLAS LUQUE PALACIOS,22,4.55
VACLAV PEJSAR,33,45.45
KAZUKI KYOHARA,9,33.33
HEGLY MOSQUEDA,22,77.27
MARTIN TECUAPETLA,36,27.78
QAMIL BALLA,16,43.75
MISAEL HUERTA AYALA,9,55.56
FRANCISCO JAVIER LUCERO,19,36.84
ALEXANDR ZHURAVSKIY,23,47.83
DANIEL URIBE,3,66.67
JOHAN OROZCO,4,50
BENJAMIN KELLEHER,22,18.18
DAVID KERKMANN,10,80
GIOVANNI GUTIERREZ,15,40
TRACEY MCGRUDER,9,44.44
PATRICK AYI ARYEE,24,54.17
TYLER TOMLIN,14,64.29
JAPHETHLEE LLAMIDO,9,33.33
ALAIN CHRISTIAN SANGUE,20,15
RAN TOMOMATSU,5,0
NICO ALI WALSH,6,83.33
MAX ORNELAS,16,31.25
DILAN LOZA BURGOS,22,40.91
MARCO PAPASIDERO,17,5.88
LUIS RUIZ,19,84.21
ELIAS DIAZ,12,50
JESUS DELGADO HERNANDEZ,26,42.31
EDUARDO CORTES HERNANDEZ,7,42.86
CARLOS VADO BAUTISTA,16,12.5
WILMER BLAS,36,5.56
HYTAN RAMOS BARRIOS,19,15.79
RAUL RUBIO PEREYDA,15,46.67
WILLIAM VARGAS,9,22.22
LUIS SOLIS,43,48.84
NICOLA CRISTOFORI,20,5
RYAN GARNER,12,50
PABLO CRUZ,28,21.43
STEVE ELOUNDOU NTERE,6,33.33
MATIAS EZEQUIEL GUENEMIL,13,38.46
KRISTIAN PRENGA,12,91.67
ANDRES OLIVAS ALVAREZ,23,21.74
ALFRED LAMPTEY,10,80
ALJUM PELESIO,12,50
PETER PAMBENI,25,24
DASHON JOHNSON,50,14
BRYCE MILLS,10,40
KAMIL KUZDZIEN,8,37.5
FRANCO MAXIMILIANO MORELLO,5,40
JAMIN HERNANDEZ MERCADO,13,69.23
ERICK BADILLO,8,25
JOSE SOTO,17,35.29
ANDRES TAPIA,32,31.25
FRANCIS WAITAI,7,0
TEMIRLAN RAIMKULOV,8,12.5
DEMETRIUS BANKS,27,18.52
RAYTON OKWIRI,9,66.67
FAISAL IBNEL ARRAMI,29,34.48
LUIS DAVID SALAZAR,17,23.53
ANURAK THISA,29,34.48
BRAIAN ESEQUIEL RONNER,9,0
ANTONIO VARGAS,15,46.67
GEORGES WISS,7,0
JEFFREY ROSALES,27,7.41
PEDRO TUT CANCHE,23,26.09
KOKI TYSON,22,54.55
SAM O'MAISON,22,31.82
JOSE EDUARDO HERNANDEZ RIZO,21,14.29
ARIEL LOPEZ,21,52.38
TOMAS SALEK,21,61.9
JONATHAN TORRES PUENTE,11,9.09
JUAN RAMIREZ MARQUEZ,20,40
ZURAB KVITSIANI,10,20
NICOLA HENCHIRI,19,0
GUILLAUME LORENZO,13,46.15
JESS RHEY WAMINAL,21,38.1
SOSLAN BAEV,8,37.5
SOFIANE KHATI,14,21.43
RAMIL MACADO,3,66.67
NACHYN CHAMBALDOO,8,37.5
MARCUS OLIVEIRA,37,59.46
TIKHON NETESOV,12,25
AMIR UMAEV,6,66.67
ALFREDO ESCARCEGA,16,43.75
DOMINIC BABINEAU,16,68.75
TONY KIM BATREAU,6,0
RONALDO SOLIS,9,33.33
FACUNDO ALBERTO ROJAS,13,0
RODEL WENCESLAO,38,18.42
RICARDO LARA,33,30.3
LUIS GUERRERO,14,42.86
GERALD SHERRELL,13,38.46
DANNY ROSENBERGER,24,12.5
XAVIER KOHLEN,12,41.67
JOSTIN ORTIZ MAYSONET,4,75
DZHAMAL USMANOV,10,30
ANDRIY RUDENKO,41,48.78
ELVIS HETEMI,18,61.11
SHERIFF QUAYE,25,56
ADAM BALSKI,18,50
RICARDO MERCADO,19,26.32
FRANCIS HOGAN,12,91.67
DOMINIK HARWANKOWSKI,9,22.22
WADE JONES,10,70
URIEL GONZALEZ,28,50
EDWIN BARRIOS,9,77.78
JEVGENIJS ALEKSEJEVS,13,53.85
ANDRANIK HAKOBYAN,20,35
BOHDAN SOBOL,12,41.67
ISMAIL AIROUD,3,66.67
MOHAMED SULEIMAN KARTOUM,9,0
DANIEL SPADA,13,30.77
MATEUSZ RZADKOSZ,13,23.08
LIAM POPE,5,20
NURDOS TOLEBAY,9,77.78
TIERNAN BRADLEY,5,60
YEHOR VELIKOVSKYI,9,55.56
JOSE SANTOS GONZALEZ,34,38.24
JOSE LOPEZ NUNEZ,8,25
JUFRI KAKAUHE,12,41.67
ROMAN GOLOVASHCHENKO,27,70.37
ALEJANDRO REYES,9,55.56
ANTHONY VELAZQUEZ,11,90.91
OTO JOSEPH,20,50
JAVIER JOSE CLAVERO,40,17.5
ALVIN LAGUMBAY,20,55
HERNAN DAVID PEREZ,16,18.75
JAKE JAMES,11,27.27
MITCHELL WHITELAW,14,14.29
MARTIN EZEQUIEL BULACIO,16,43.75
THABANG RAMAGOLE,24,41.67
DAMIAN BIACHO,13,23.08
KIMIHIRO NAKAGAWA,16,25
MPHO SEFORO,12,25
AARON SUTTON,14,21.43
MARK BERNALDEZ,30,60
MIKIO SAKAI,5,0
ELIO GERMAN RAFAEL,23,52.17
WENSONG LIU,9,55.56
DERVIN RODRIGUEZ,10,80
NAZRI RAHIMOV,13,46.15
IKBOLJON KHOLDAROV,4,75
WALTER GABRIEL SEQUEIRA,36,47.22
CARLOS NAVA,9,66.67
GALO SANTOS HERNANDEZ,19,42.11
PAUL HAYO,20,55
CARLOS SUAREZ,14,71.43
JONATHAN COTTERET,16,18.75
OSWALDO QUINTANILLA RAMIREZ,13,46.15
ROGELIO ROMERO GARCIA,21,33.33
MATHEUS DA SILVA,7,42.86
ISKANDER KHARSAN,11,54.55
JOSE VEGA OCHOA,17,35.29
MICHAEL WALLISCH,28,57.14
SASHA YENGOYAN,55,47.27
JOSE RAMIREZ ARMENTA,25,32
JOSE FELIX,46,65.22
CARLOS SEBASTIAN ANAYA,8,12.5
YAN PELLERIN,14,35.71
AXEL PERALTA,14,21.43
NIGEL FENNELL,14,57.14
RICARDO SILVA,24,33.33
SABRI SEDIRI,17,47.06
TIMUR NIKARKHOEV,28,53.57
BENOIT HUBER,11,54.55
MIKE ESTEVES,11,0
ERNESTO IRIAS,21,42.86
FELIX BATISTA SAN JUAN,6,50
BRAYAM RICO,20,70
DMYTRO ZUBKO,7,57.14
ALEX VARGAS,12,33.33
ADEL EL GARMAOUI,9,66.67
DENIS ALEJANDRO FIERRO,7,42.86
RAMON MASCARENA JR,15,46.67
JOSE ZARAGOZA,15,20
MARTIN ARIEL RUIZ,26,7.69
EMIL MARKIC,36,69.44
JOSE MANUEL AGUIRRE CRUZ,16,62.5
PATRYK SZYMANSKI,26,42.31
JONIKER TOVAR,22,72.73
KAZUKI HASE,11,27.27
NICOLAS POLANCO,24,45.83
ELIAS DAMIAN ARAUJO,26,30.77
WENCESLAO MANSILLA,30,26.67
MICKY BURKE,7,42.86
IOANNIS BIRMPILIS,9,44.44
ERNESTO ESPANA,38,73.68
TETSUYA MIMURA,13,15.38
GLENN DEZURN,19,52.63
ABIMAEL CRUZ BAUTISTA,9,77.78
CARLOS DANIEL AQUINO,32,43.75
AARON GARIBAY MARQUEZ,7,85.71
STANISLAW GIBADLO,8,0
KAREL HOREJSEK,35,42.86
BRIAN PHILLIPS,14,21.43
MARTIN PARLAGI,34,44.12
DANIEL ANGULO MENDEZ,6,83.33
MILANS VOLKOVS,12,50
ANTONIO SIESMUNDO,12,58.33
WILLIE JAKE JR,16,18.75
ALBERTO TORRES,19,21.05
ORLIE SILVESTRE,25,36
YUNI TAKADA,20,20
JOSE ANTONIO MEZA,15,13.33
LUIS ENRIQUE MONTELONGO,25,12
JOSE MANUEL GOMEZ,13,38.46
SANGE NGOZA,8,25
JERALD PACLAR,24,37.5
RANDY LEON LOAIZA,9,33.33
ODILJON ASLONOV,3,33.33
LEANDRO FABIAN LOPEZ,6,33.33
OBODAI SAI,40,67.5
FRANCO ANDRES CAJAL,10,20
DEXTER MARQUES,20,25
SAMUEL ARNOLD,6,50
IRVING MACIAS CASTILLO,13,53.85
YANNICK N'GALEU,13,46.15
BRANDON VARGAS,5,40
VIOREL SIMION,30,30
KANAMU SAKAMA,6,83.33
STANLEY STANNARD,8,37.5
DAVID SPILMONT,20,35
THEMBANI HOBYANI,26,15.38
JACK BOWEN,8,87.5
JOHN RAY LOGATIMAN,21,9.52
ADRIAN PACHECO PEREZ,15,33.33
SHOKRAN PARWANI,19,68.42
SIARHEI NOVIKAU,12,91.67
ALIE LAUREL,26,42.31
NIKE THERAN,17,70.59
ANTHONY TOMLINSON,16,43.75
ABRAHAM TEBES,9,33.33
SARDOR MUZAFFAROV,9,22.22
ALI KIYDIN,17,88.24
TAKUMI SAKAE,28,57.14
DMITRY MIKHAYLENKO,33,30.3
JESUS RAMON PEREZ,29,27.59
JAKE AMPARO,14,14.29
TRINI OCHOA,13,46.15
RAY MOYLETTE,14,35.71
VIKAPITA MERORO,43,34.88
OSCAR RIOJAS,45,35.56
HECTOR GARCIA MONTES,30,36.67
